"Name","Runtime","algo","env","task_env","observation_space","observation_space_mode","global_step","rollout/ep_rew_mean"
"CPG_test_y_offset_only_in_cart_121722114816","16677","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000002C489905A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.43 -9.43 -9.43 -9.43], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 2.01 2.01 2.01 2.01 154 154 154 154 6.29 6.29 6.29 6.29 28.3 28.3 28.3 28.3 6.29 6.29 6.29 6.29 9.43 9.43 9.43 9.43], (62,), float32)","CPG_RL","999880","17.012712478637695"
"CPG_test_y_offset_in_hopf121722100211","5669","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000026794A138B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.43 -9.43 -9.43 -9.43], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 2.01 2.01 2.01 2.01 154 154 154 154 6.29 6.29 6.29 6.29 28.3 28.3 28.3 28.3 6.29 6.29 6.29 6.29 9.43 9.43 9.43 9.43], (62,), float32)","CPG_RL","371380","18.402679443359375"
"CPG_test_y_offset_in_hopf121622232407","15824","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001CCCDDA4A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.43 -9.43 -9.43 -9.43], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 2.01 2.01 2.01 2.01 154 154 154 154 6.29 6.29 6.29 6.29 28.3 28.3 28.3 28.3 6.29 6.29 6.29 6.29 9.43 9.43 9.43 9.43], (62,), float32)","CPG_RL","999300","15.455718040466309"
"CARTESIAN_PD_paper_scaling_cartesian_rwd_121622220639","15107","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000274294B4760>","CARTESIAN_RWD","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","999940","20.303897857666016"
"CARTESIAN_PD_paper_scaling_cartesian_rwd_121622215912","14766","PPO","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001C19FC2D700>","CARTESIAN_RWD","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","1002050","10.177309036254885"
"CARTESIAN_PD_paper_scaling_cartesian_rwd_121622191443","9122","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000026B611CC700>","CARTESIAN_RWD","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","830000","70.8010482788086"
"CARTESIAN_PD_testing_scaling_121622133414","8242","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001F51461D6D0>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","998600","793.322265625"
"CARTESIAN_PD_regular_forward_121622130629","9599","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000191E8AA3820>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","999410","0.015227960422635078"
"CARTESIAN_PD_testing_scaling_121622101101","11973","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001FE6442D6D0>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","1466090","866.6826782226562"
"CARTESIAN_PD_reuglar_forward_different_scaling_121622095000","10437","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000021A1E018D00>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","",""
"CPG_test_new_y_new_reward_121622094344","16544","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000015BFEC54A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","998850","14.306676864624023"
"CARTESIAN_PDgoing_ballistic121622014509","9878","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000169BB19D6D0>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","999930","0"
"CPG_test_old_y_121522221641","16808","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000017B77BE5A90>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","998170","18.66057586669922"
"CPG_CPG_y_corrected_try_without_cart121522141406","16058","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001FD6A394A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","998180","18.82826232910156"
"CPG_y_displacement_121422150803","7668","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001F6C06E7FA0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 278 278 278 278 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","499520","21.960050582885746"
"CPG_CPG_y_corrected_121422132636","16475","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000254A7454A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999560","19.533735275268555"
"CPG_y_displacement_121422101235","13582","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000002200C538FA0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 278 278 278 278 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","998500","22.019567489624023"
"CPG_CPG_y_corrected_121422085053","15528","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001A4B60B38B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999660","17.958477020263672"
"CPG_CPG_y_corrected_121322212119","15049","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000018E48D248B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999840","18.71443748474121"
"CPG_y_displacement_121322165520","18662","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000282D252C5E0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 278 278 278 278 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","997660","20.738706588745117"
"CPG_CPG_y_corrected_121322161114","16093","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000011893D64A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999200","14.304443359375"
"CPG_cpg_backward_121222204813","17304","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001FA8C5C3880>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999970","3.058995485305786"
"CPG_cart_solve_y_121222100704","18593","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001EAE6EA7FA0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 278 278 278 278 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999830","417.4404296875"
"CPG_new_cart_cpg_121222090550","15365","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000029A2AAC48B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","998990","18.01560401916504"
"CPG_new_cart_cpg_121122211547","14641","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000002ADB0B048B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999140","20.74491310119629"
