"Name","Runtime","algo","env","task_env","observation_space","observation_space_mode","global_step","rollout/ep_rew_mean"
"CARTESIAN_PD_cartesian_rwd_old_scaling_121822214712","6513","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001E479FBC700>","CARTESIAN_RWD","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","674110","57.27261734008789"
"CPG_test_added_ztrain_to_actionS_121822171359","16811","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000020D6C194A60>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","999170","3.8209846019744873"
"CPG_test_added_ztrain_to_actionS_121822171244","37","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000020A1319DFD0>","FWD_LOCOMOTION","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.53 -9.53 -9.53 -9.53], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 3.01 3.01 3.01 3.01 155 155 155 155 6.39 6.39 6.39 6.39 28.4 28.4 28.4 28.4 6.39 6.39 6.39 6.39 9.53 9.53 9.53 9.53], (62,), float32)","CPG_RL","490","0.0025805383920669556"
"CARTESIAN_PD_alterantive_shmuck_TF_old_scale_V2_121822150650","9085","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001BF569C5730>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999570","3.92720365524292"
"CARTESIAN_PD_alterantive_shmuck_TF_old_new_scale121822113437","13227","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000025FB059D700>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999710","5.299213886260986"
"CPG_test_y_offset_basic_reward_fct_121822113433","15500","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000002264708DFD0>","FWD_LOCOMOTION","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.43 -9.43 -9.43 -9.43], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 2.01 2.01 2.01 2.01 154 154 154 154 6.29 6.29 6.29 6.29 28.3 28.3 28.3 28.3 6.29 6.29 6.29 6.29 9.43 9.43 9.43 9.43], (62,), float32)","CPG_RL","999610","4.588169574737549"
"CARTESIAN_PD_alterantive_shmuck_TF_new_scale_v2121822112933","16321","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001726400C6D0>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999410","6.711719036102295"
"CARTESIAN_PD_alterantive_shmuck_TF_old_scale121822112502","10674","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000002212FBB4790>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999290","12.902088165283203"
"CARTESIAN_PD_alterantive_shmuck_TF_old_scale121822112453","10800","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000209212AD700>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999980","55.55485153198242"
"CARTESIAN_PD_alterantive_shmuck_TF_old_scale121822000211","9780","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001FCC5BCC700>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999800","52.98915100097656"
"CARTESIAN_PD_alterantive_shmuck_TF_121822000056","9861","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001D1B0854790>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999790","63.85907745361328"
"CARTESIAN_PD_alterantive_shmuck_TF_121722235955","9916","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001D1E84AD700>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999540","70.97344207763672"
"CARTESIAN_PD_alterantive_shmuck_TF_121722201615","13165","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000002C915C3D6D0>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","704680","-0.05318889021873474"
"CPGCPG_test_y_offset_only_in_cart_121722174616","15050","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000027D13BF28B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.43 -9.43 -9.43 -9.43], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 2.01 2.01 2.01 2.01 154 154 154 154 6.29 6.29 6.29 6.29 28.3 28.3 28.3 28.3 6.29 6.29 6.29 6.29 9.43 9.43 9.43 9.43], (62,), float32)","CPG_RL","999980","20.649396896362305"
"CPGCPG_test_y_offset_only_in_cart_121722114816121722164005","3920","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001E4BEE438B0>","TEST","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -9.43 -9.43 -9.43 -9.43], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01 2.01 2.01 2.01 2.01 154 154 154 154 6.29 6.29 6.29 6.29 28.3 28.3 28.3 28.3 6.29 6.29 6.29 6.29 9.43 9.43 9.43 9.43], (62,), float32)","CPG_RL","244240","15.2140531539917"
"CARTESIAN_PD_alterantive_shmuck_TF_121722162256","9773","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x00000167B5924790>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","998580","44.43604278564453"
"CARTESIAN_PD_alterantive_shmuck_TF_121722160828","10744","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001F3A725D700>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","979380","5.879856109619141"
"CARTESIAN_PD_best_run_follow_121722132419","10119","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x000001CE5682A730>","LR_COURSE_TASK","Box([-0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -1.01 -1.01 -1.01 -1.01 -30 -30 -2.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01], [0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 1.01 1.01 1.01 1.01 30 30 2.01 1.11 1.11 1.11 1.11 5.01 5.01 5.01], (38,), float32)","LR_COURSE_OBS","992710","56.546852111816406"
"CARTESIAN_PD_alterantive_shmuck_121722121129","10790","SAC","<stable_baselines3.common.vec_env.vec_normalize.VecNormalize object at 0x0000018947636730>","LR_COURSE_TASK","Box([-19 -19 -19 -0.11 -0.11 -0.11 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -0.21 0.375 -1.98 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -21 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -33.5 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -5.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01 -1.01], [19 19 19 0.11 0.11 0.11 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 0.21 1.2 -1.16 21 21 21 21 21 21 21 21 21 21 21 21 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 33.5 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 1.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 5.01 1.01 1.01 1.01 1.01 400 400 400 400], (78,), float32)","LR_COURSE_OBS","999190","34.21561050415039"
